Customer ID,Date,Time,First Name,Last Name,Gender,Gmail Address,Phone Number,Country,Contact Later,Fruits,Apple,Banana,Orange,Grapes,Strawberry,Pineapple,Mango,Blueberry,Peach,Cherry,Total,state_address,street,Zip_Code
401,2024-09-29,12:52:46,Lisa,Williams,Male,hernandezjoshua@example.org,504-598-35899,Bahamas,YES,"Orange,Peach",1.3,1.3,2.1,2.4,2.0,2.0,1.9,2.4,2.4,1.7,4.5,Michigan, 16874 Zavala Prairie Apt. 200, 23482
297,2024-09-29,15:00:43,Kevin,Phillips,Female,tuckerdouglas@example.com,162-148-39898,Chile,YES,Peach,2.3,2.7,2.3,2.2,1.7,2.6,1.5,1.7,1.4,2.3,1.4,North Carolina, 5561 Kyle Via Suite 777, 55447
151,2024-10-09,12:06:10,Kenneth,Phillips,Female,karen15@example.net,411-149-03980,Taiwan,YES,"Grapes,Cherry,Pineapple,Blueberry,Apple",2.6,2.5,1.9,1.6,1.5,1.9,1.2,1.5,2.0,2.0,9.6,Maryland, 5181 Julian Overpass, 
85,2024-10-13,04:44:16,Sarah,Robinson,Female,qsmith@example.org,605-828-34337,Martinique,YES,"Apple,Blueberry",1.4,1.9,2.0,1.3,1.4,1.4,2.3,1.6,1.9,1.8,3.0,Arizona, 27874 Edward Ports, 
302,2024-10-14,20:04:11,Steven,Phillips,Male,claudiagilbert@example.org,316-692-70439,Norfolk Island,YES,Orange,1.7,1.7,1.8,1.6,2.2,1.6,1.5,2.2,2.4,1.4,1.8,Nebraska, , 78462
52,2024-10-16,06:53:22,Robert,Hall,Female,krista13@example.com,560-562-16475,Malawi,YES,"Grapes,Orange,Strawberry",1.4,1.4,1.6,1.3,2.4,1.9,2.1,2.3,2.7,2.3,5.300000000000001,California, , 50402
345,2024-10-18,19:01:12,Matthew,Walker,Male,rita69@example.net,213-932-26321,Cyprus,YES,"Banana,Apple,Cherry,Peach,Strawberry",1.9,2.0,1.4,2.4,2.6,2.3,1.9,1.5,1.5,1.3,9.3,Pennsylvania, , 55329
49,2024-10-20,11:22:05,Kenneth,Jackson,Male,gbenson@example.org,749-431-04580,Korea,YES,"Orange,Grapes,Pineapple,Strawberry",2.2,2.3,1.6,2.0,1.4,1.2,1.7,2.0,1.2,1.5,6.199999999999999,Indiana, 23673 Brown Lane, 81844
92,2024-10-26,06:44:40,Paul,Evans,Female,alan48@example.com,335-464-42874,Swaziland,YES,"Blueberry,Grapes,Peach",2.6,2.3,2.1,1.9,1.9,2.0,1.5,2.6,2.0,1.2,6.5,Vermont, , 01944
388,2024-11-06,09:11:43,Kevin,Campbell,Male,angelameyer@example.org,445-927-38901,Guernsey,YES,"Cherry,Grapes,Strawberry",1.9,1.5,1.4,2.7,1.6,2.6,1.4,1.9,2.0,1.8,6.1,South Carolina, , 37908
266,2024-11-19,21:15:56,David,Thomas,Male,bradley95@example.net,506-281-45359,Canada,YES,"Grapes,Blueberry",2.4,1.7,1.3,1.3,2.2,2.3,2.4,2.7,2.6,2.3,4.0,Texas, , 99623
409,2024-11-24,07:28:27,Michelle,Green,Female,juanhaynes@example.com,934-376-93868,Pakistan,YES,"Banana,Strawberry,Cherry",2.0,1.3,1.5,2.2,1.5,1.7,1.8,2.1,1.4,1.3,4.1,Kentucky, 6111 Bryan Square Apt. 072, 
174,2024-11-24,10:48:35,Daniel,Lewis,Female,nhoward@example.org,494-173-77032,Lithuania,YES,"Strawberry,Pineapple",2.3,1.5,2.3,2.5,2.2,2.5,2.7,2.4,1.6,2.0,4.7,Illinois, , 
145,2024-11-28,15:45:05,Karen,White,Male,huntsue@example.net,162-509-13812,Tuvalu,YES,"Apple,Pineapple,Grapes",2.3,1.8,1.8,2.0,2.1,1.8,2.6,1.2,2.3,1.4,6.1,Michigan, 35787 Richard Center, 48494
53,2024-11-29,03:48:51,Amanda,Robinson,Male,william71@example.net,698-068-30240,Montenegro,YES,"Peach,Strawberry,Mango,Blueberry",2.5,2.3,1.4,1.5,2.0,1.4,2.0,2.5,1.7,1.8,8.2,Mississippi, 7278 Michael Well, 35914
79,2024-12-04,22:48:05,Elizabeth,Young,Female,vwhite@example.net,238-198-06148,Philippines,YES,Orange,1.7,2.3,2.4,1.8,1.2,1.3,2.2,2.1,1.2,2.6,2.4,North Dakota, 442 Caroline Hollow, 17765
457,2024-12-08,00:03:13,Nancy,Martinez,Female,alvarezholly@example.com,370-778-60624,Saint Martin,YES,"Mango,Peach,Banana,Pineapple",2.0,2.6,2.4,2.5,1.9,2.1,1.4,2.0,1.9,2.5,8.0,Illinois, 2618 Carter Brook, 09199
416,2024-12-11,14:52:05,Sarah,Green,Female,darius88@example.org,751-803-46126,Guadeloupe,YES,Strawberry,1.4,2.4,1.6,2.6,1.5,1.4,2.3,1.6,1.3,2.6,1.5,Missouri, 66999 Brandon Summit Suite 077, 
379,2024-12-16,21:25:22,Amanda,Collins,Female,jeremyflores@example.net,525-461-71034,New Caledonia,YES,"Blueberry,Grapes,Orange",2.7,2.6,1.8,1.8,1.3,2.2,2.6,2.4,1.7,2.4,6.0,Ohio, 567 Joshua Isle Apt. 406, 84823
434,2024-12-29,11:51:49,Jessica,Evans,Female,charlesalicia@example.com,125-444-18185,Ukraine,YES,"Orange,Apple,Grapes,Banana",1.3,1.8,2.6,1.4,2.1,1.3,1.4,2.1,1.6,2.4,7.1000000000000005,New Jersey, , 93722
93,2024-12-29,13:46:56,Matthew,Hernandez,Female,alyssablack@example.org,028-217-02531,Myanmar,YES,"Blueberry,Pineapple,Apple,Strawberry",2.1,1.4,2.2,2.5,2.0,2.1,2.2,2.0,1.2,1.7,8.2,Arkansas, 785 Harris Bypass, 68019
