Customer ID,Date,Time,First Name,Last Name,Gender,Gmail Address,Phone Number,Country,Address,Contact Later,Fruits,Apple,Banana,Orange,Grapes,Strawberry,Pineapple,Mango,Blueberry,Peach,Cherry,Total
CusID- 178,"29 May, 2022",17:04:20,Robert,Nelson,Female,jeffery57@example.net,7140749-\0185,Somalia,"Virginia, , ",n,"Blueberry,Peach",1.4,2.6,2.6,2.3,1.8,2.2,1.2,1.7,2.1,2.2,3.8
CusID- 178,"29 May, 2022",17:04:20,Robert,Nelson,Female,jeffery57@example.net,7140749-\0185,Somalia,"Virginia, , ",n,"Blueberry,Peach",1.4,2.6,2.6,2.3,1.8,2.2,1.2,1.7,2.1,2.2,3.8
CusID- 179,"10 Mar, 2023",22:16:59,Joshua,...Rodriguez,Female,scotthaynes@example.org,5664\96-61179,Lao People's Democratic Republic,"Wyoming, 4620 Shannon Avenue Apt. 836, 96900",y,Banana,2.1,2.3,1.7,1.7,1.3,2.2,2.6,1.6,1.9,1.4,2.3
180,"13 Aug, 2023",05:57:27,Lisa,Nelson,Female,hannahfrederick@example.net,929-0792|5699,Guinea-Bissau,"Oklahoma, 7702 Gonzalez Ports Apt. 389, 95980",n,"Grapes,Pineapple,Cherry",2.4,2.5,2.6,2.1,2.1,2.2,2.0,2.1,2.2,2.4,6.700000000000001
CusID- 181,"17 Sep, 2024",15:39:35,Daniel,Mitchell,Female,zrosales@example.com,27782-0-22202,Chad,"Wisconsin, , ",yes,Orange,1.5,1.4,2.1,1.8,1.6,1.8,2.2,2.6,1.8,1.6,2.1
CusID- 182,"19 Jan, 2023",07:38:53,Michael,Johnson,Male,lparker@example.com,776|\79083824,Estonia,"Pennsylvania, , 80501",no,"Banana,Mango",1.9,2.5,2.2,1.7,1.6,1.3,2.4,2.2,2.1,1.4,4.9
183,"06 Sep, 2021",00:20:34,Brian,_Thompson,Male,butlergregory@example.net,5\4\093590071,Gambia,"Rhode Island, 1687 Shawn Lakes Apt. 699, 38582",yes,"Grapes,Pineapple,Strawberry",2.6,2.6,1.3,2.3,2.5,1.9,2.2,2.7,1.5,1.5,6.699999999999999
184,"12 Jul, 2022",04:09:00,Lisa,_Parker,M,jmcclure@example.net,54-81597|1627,Martinique,"South Dakota, 5265 Rebecca Orchard, 48313",yes,"Mango,Banana,Orange,Grapes,Pineapple",2.5,1.5,1.4,2.6,1.5,1.8,1.6,2.6,1.8,2.5,8.9
CusID- 185,"15 Oct, 2021",23:37:01,William,Williams,Female,rogerandrews@example.org,15|472428|320,United States of America,"Rhode Island, , 48139",yes,"Pineapple,Orange",1.7,2.0,1.6,2.4,2.7,2.6,1.3,1.3,2.7,2.3,4.2
CusID- 186,"12 Oct, 2021",13:54:35,Daniel,|Jones,M,richardcunningham@example.com,0\29|04839775,Malta,"New Hampshire, 21396 Ortiz Vista Suite 264, 46389",n,"Peach,Strawberry,Orange",1.3,1.7,2.2,1.2,1.7,2.0,1.6,1.6,1.7,1.8,5.6
CusID- 187,"11 Mar, 2023",16:08:30,Donna,Hernandez,m,gregory42@example.net,1045-04381\30,Serbia,"South Dakota, 52812 Luna Greens, 36018",y,"Peach,Mango,Banana,Pineapple",1.6,2.1,1.8,2.2,2.1,1.5,2.4,1.9,1.7,2.3,7.699999999999999
CusID- 188,"08 Dec, 2022",08:36:46,Steven,\Green,M,scott21@example.net,236\380000-86,Fiji,"Kansas, 561 Autumn Extension, ",y,"Cherry,Orange",1.4,1.7,1.5,1.4,1.7,1.2,2.5,1.3,2.0,1.5,3.0
189,"18 Apr, 2024",03:25:43,Thomas,...Adams,m,jonathanspence@example.net,420\4-8193773,Nepal,"Alaska, , 78071",N,"Grapes,Peach",1.5,2.0,2.0,1.8,1.4,2.0,2.0,1.2,1.3,1.8,3.1
CusID- 190,"07 Sep, 2021",20:51:54,Dorothy,Martin,M,ocollier@example.org,354\056140|98,Bangladesh,"Rhode Island, , ",yes,Pineapple,1.7,1.9,1.8,2.4,2.4,1.9,1.5,2.0,2.6,1.8,1.9
191,"27 Jan, 2022",02:25:13,Daniel,\Turner,f,stevenhenry@example.net,19|5006|29452,United States of America,"North Carolina, , 25785",yes,"Apple,Peach,Blueberry",2.4,1.5,2.0,2.1,2.4,1.3,2.4,2.0,1.6,2.1,6.0
CusID- 192,"08 May, 2021",02:05:01,Kevin,|Martin,F,melanie48@example.com,599-745472|36,Sao Tome and Principe,"Missouri, 64878 Brandon Island, 80375",yes,"Pineapple,Blueberry,Orange",1.3,2.1,1.3,1.9,1.8,1.2,2.6,1.9,1.7,2.3,4.3999999999999995
CusID- 192,"08 May, 2021",02:05:01,Kevin,|Martin,F,melanie48@example.com,599-745472|36,Sao Tome and Principe,"Missouri, 64878 Brandon Island, 80375",yes,"Pineapple,Blueberry,Orange",1.3,2.1,1.3,1.9,1.8,1.2,2.6,1.9,1.7,2.3,4.3999999999999995
193,"26 Nov, 2023",21:01:50,Steven,Johnson,M,john11@example.com,1-90\43532763,Grenada,"Oklahoma, , 65940",no,Pineapple,2.2,1.5,1.4,2.6,2.6,1.8,2.6,1.7,2.5,1.6,1.8
CusID- 194,"10 Aug, 2021",00:34:53,Lisa,...Lewis,m,nortonerin@example.org,549831|9-9839,Uganda,"Kansas, , ",y,Cherry,1.6,2.6,1.3,2.6,2.6,2.1,2.6,1.7,1.6,1.8,1.8
CusID- 195,"23 Dec, 2021",11:44:24,Carol,White,F,brandybuckley@example.net,9-73917\67703,Lebanon,"Minnesota, , 18890",no,"Grapes,Cherry,Orange,Strawberry,Peach",2.4,2.2,1.8,2.4,2.2,2.0,1.9,1.2,2.1,2.5,11.0
CusID- 196,"09 Jun, 2022",13:55:04,Sarah,...Adams,f,alvarezangela@example.com,219\400236|95,Falkland Islands (Malvinas),"Utah, 6117 Chapman Bypass, 15665",n,"Blueberry,Apple,Peach,Banana,Pineapple",2.6,1.7,1.4,2.0,2.3,1.7,1.3,1.9,2.2,1.8,10.1
CusID- 197,"09 Aug, 2023",12:22:16,John,...Turner,Female,wilsonconnor@example.net,600|319|82343,Cocos (Keeling) Islands,"Missouri, , 10824",n,Cherry,1.5,1.8,1.7,2.6,2.1,2.4,1.7,1.7,1.5,2.2,2.2
198,"06 Dec, 2022",12:22:36,Nancy,Moore,Female,fullerglenn@example.net,4134-7|319375,Fiji,"Wyoming, 6346 Emma Alley Apt. 459, 76151",no,"Blueberry,Pineapple,Grapes",1.9,1.9,2.0,1.7,2.5,2.7,2.0,2.0,1.9,2.3,6.4
CusID- 199,"01 May, 2023",01:44:10,Jennifer,King,f,kristinafleming@example.org,6\5808376\045,Cape Verde,"Delaware, 6892 Phyllis Underpass, ",y,"Apple,Blueberry,Strawberry",2.7,1.5,2.7,1.8,2.3,2.2,2.0,2.2,2.3,1.6,7.2
200,"12 Dec, 2023",09:39:57,Elizabeth,|Phillips,M,xduncan@example.com,9455549\52\06,Serbia,"Maine, , ",N,"Grapes,Banana,Apple,Strawberry",2.6,2.3,2.0,1.4,1.5,1.8,2.7,1.2,1.9,2.2,7.8
201,"03 Apr, 2024",11:22:52,Matthew,_Roberts,f,brendaclayton@example.net,2-9-028624426,Korea,"Missouri, 248 Bonnie Trail Apt. 786, 52693",yes,"Apple,Pineapple",1.8,2.0,2.5,1.8,1.7,1.9,1.5,1.5,1.5,2.5,3.7
CusID- 202,"04 Oct, 2022",06:59:22,Betty,Collins,Female,beltrannatasha@example.com,9|37\05393870,Bangladesh,"Arizona, , 64817",no,"Strawberry,Apple,Mango,Pineapple",2.4,2.2,2.2,1.5,1.3,1.6,2.6,1.8,2.1,1.2,7.9
CusID- 203,"14 Sep, 2023",04:21:47,Dorothy,...Parker,f,tdixon@example.net,493-936901\52,Northern Mariana Islands,"Arkansas, 4838 Andrea Estates Apt. 392, 86312",y,"Cherry,Apple",1.2,1.2,2.3,1.9,2.5,2.6,2.4,1.5,2.4,2.6,3.8
204,"01 Sep, 2023",15:15:00,Donald,Robinson,F,vrodriguez@example.org,8|0534587\624,Trinidad and Tobago,"Oregon, 536 Christopher Divide Suite 890, 09778",n,Mango,1.7,1.9,1.8,2.2,2.1,1.7,2.3,2.1,2.3,2.0,2.3
CusID- 205,"23 Oct, 2023",03:23:16,Emily,Gonzalez,Female,suttonsteven@example.com,202--16097830,Burkina Faso,"Tennessee, 657 Peter Street Apt. 998, ",no,Grapes,2.0,1.8,1.6,1.6,1.4,2.5,1.9,2.1,2.6,1.2,1.6
CusID- 205,"23 Oct, 2023",03:23:16,Emily,Gonzalez,Female,suttonsteven@example.com,202--16097830,Burkina Faso,"Tennessee, 657 Peter Street Apt. 998, ",no,Grapes,2.0,1.8,1.6,1.6,1.4,2.5,1.9,2.1,2.6,1.2,1.6
206,"01 Jan, 2022",03:12:54,Deborah,Harris,f,cbates@example.com,201971\1-7981,Solomon Islands,"South Carolina, 9825 Christine Mountain Suite 821, 85561",N,"Peach,Grapes",1.8,2.7,2.0,2.7,1.8,1.8,1.3,1.4,2.1,2.0,4.800000000000001
CusID- 207,"20 Jun, 2022",14:20:18,Andrew,Campbell,F,aguilaredward@example.com,49000-0648-32,Marshall Islands,"Iowa, 014 Robbins Lock Apt. 266, 64778",n,"Banana,Mango,Peach",1.4,1.9,2.2,2.0,2.2,2.7,2.5,2.5,2.2,2.1,6.6000000000000005
208,"10 Dec, 2021",10:04:52,Carol,...Parker,f,davidturner@example.com,00\|041781412,South Georgia and the South Sandwich Islands,"Maine, , 41033",N,"Apple,Strawberry,Pineapple,Grapes",2.1,1.3,1.4,1.6,2.6,1.4,2.0,1.5,2.4,2.5,7.699999999999999
CusID- 209,"11 Mar, 2022",15:57:39,Daniel,Miller,Male,gsavage@example.com,7|55|65291608,Dominica,"New Mexico, 4263 Kenneth Cape, 56813",n,"Blueberry,Pineapple,Mango,Apple",1.8,2.3,2.1,2.5,1.3,2.6,2.6,1.5,2.0,2.5,8.5
210,"07 Jun, 2021",13:26:47,Sandra,...Moore,F,joseph54@example.com,5896-453-8332,Suriname,"Vermont, , 76022",n,"Grapes,Orange,Pineapple,Mango,Banana",2.2,2.2,2.0,1.9,1.7,2.4,1.7,2.4,2.0,1.9,10.2
CusID- 211,"28 Jan, 2021",14:53:43,Donna,|Rodriguez,Male,lisafleming@example.com,12|218\201897,Kyrgyz Republic,"South Carolina, , 44692",N,"Peach,Banana",1.5,2.0,2.7,2.4,2.0,2.1,2.2,2.3,2.2,2.4,4.2
212,"26 Apr, 2024",19:59:15,Robert,_Perez,m,wandamack@example.com,3971-41\56924,Croatia,"Oregon, 52363 Brandi Drive, 73129",y,"Orange,Strawberry,Cherry,Peach",2.6,1.6,2.2,1.9,2.5,1.4,1.3,1.6,1.5,2.4,8.6
213,"15 Mar, 2023",07:27:01,Michael,Thompson,Male,rojasmaria@example.org,57\8860452\78,Finland,"Kentucky, , 30476",no,Grapes,1.5,1.7,2.3,1.5,2.6,1.5,1.9,1.4,1.9,2.2,1.5
214,"04 Jan, 2023",03:50:33,Melissa,\Turner,M,jsoto@example.net,12\390-881700,Sierra Leone,"Oklahoma, 655 William Inlet Suite 670, 72966",Y,Blueberry,2.2,2.4,2.5,2.1,1.8,1.9,1.4,2.0,2.2,1.7,2.0
215,"15 Aug, 2022",02:33:05,Thomas,_Young,f,bhernandez@example.net,29164-|086771,Russian Federation,"Missouri, 14190 Timothy Freeway Suite 867, 63510",no,"Peach,Blueberry,Banana",2.2,1.8,2.3,1.6,2.2,2.2,2.0,1.5,2.2,1.3,5.5
216,"15 Apr, 2023",23:29:07,Christopher,...Roberts,m,howardjoseph@example.net,7|58876-53502,Antarctica (the territory South of 60 deg S),"Oklahoma, 097 Linda Loop Suite 034, 36244",Y,"Orange,Peach,Apple,Strawberry",2.3,2.7,1.2,2.6,1.7,1.6,2.1,2.0,2.2,1.7,7.4
217,"21 Jul, 2023",06:08:18,Kevin,Baker,Male,mcintyrerichard@example.com,8-94\74018157,Angola,"Montana, 364 Foster Ridges Apt. 233, 17552",N,"Pineapple,Apple,Peach,Orange,Banana",1.4,2.4,1.3,2.4,1.8,2.4,2.5,2.5,2.3,1.4,9.799999999999999
218,"08 May, 2022",23:57:23,Robert,Anderson,M,kristin60@example.net,7326|23508|12,Kyrgyz Republic,"Virginia, , 90979",Y,"Orange,Banana,Grapes",2.7,1.5,2.2,2.0,2.6,1.5,1.6,1.5,2.0,2.6,5.7
219,"08 Jul, 2024",16:47:43,Elizabeth,...Taylor,Male,zimmermanstacy@example.org,22\611991|419,Saint Barthelemy,"Hawaii, 37678 Holder Turnpike Apt. 710, ",y,"Banana,Strawberry",1.4,2.1,2.0,2.5,1.6,1.4,1.9,2.5,1.3,1.6,3.7
220,"20 Jan, 2021",00:58:19,Patricia,_White,Female,jeffrey06@example.net,13-02093-3694,Panama,"Indiana, 5954 Vasquez Circles Suite 360, 99492",y,"Pineapple,Grapes,Apple,Banana,Peach",1.5,1.5,2.0,1.3,2.3,1.7,1.5,2.6,2.5,1.2,8.5
220,"20 Jan, 2021",00:58:19,Patricia,_White,Female,jeffrey06@example.net,13-02093-3694,Panama,"Indiana, 5954 Vasquez Circles Suite 360, 99492",y,"Pineapple,Grapes,Apple,Banana,Peach",1.5,1.5,2.0,1.3,2.3,1.7,1.5,2.6,2.5,1.2,8.5
221,"21 Nov, 2021",10:06:47,Mark,Miller,F,bphillips@example.net,5\-7928860929,Netherlands Antilles,"Tennessee, 0227 Lindsey Viaduct, ",N,"Peach,Orange,Apple,Strawberry,Cherry",1.5,2.2,2.5,2.4,2.5,1.8,1.9,1.3,2.3,1.3,10.100000000000001
222,"18 Apr, 2022",14:35:10,Richard,...Roberts,m,mercadoashley@example.net,46\3122\65113,Wallis and Futuna,"New Jersey, , ",n,Orange,2.5,1.5,2.1,2.0,2.1,2.2,2.4,2.3,1.3,1.5,2.1
222,"18 Apr, 2022",14:35:10,Richard,...Roberts,m,mercadoashley@example.net,46\3122\65113,Wallis and Futuna,"New Jersey, , ",n,Orange,2.5,1.5,2.1,2.0,2.1,2.2,2.4,2.3,1.3,1.5,2.1
CusID- 223,"03 Dec, 2023",16:01:10,Linda,Moore,Male,sergioknight@example.net,3-451747|7489,Martinique,"Kentucky, 24435 Floyd Union Apt. 457, 83402",n,"Pineapple,Orange",1.3,2.2,2.6,2.1,2.5,1.6,1.8,1.6,1.7,2.4,4.2
CusID- 224,"18 Sep, 2021",13:41:12,Barbara,Johnson,Male,grahamchristopher@example.com,6\5499|912904,Cocos (Keeling) Islands,"Illinois, , ",n,"Strawberry,Grapes,Cherry,Mango,Apple",1.6,2.6,2.2,2.6,2.5,2.5,1.5,1.8,2.4,1.6,9.799999999999999
CusID- 225,"16 Feb, 2024",22:32:08,Andrew,Carter,Male,ohouse@example.net,330032-6-9457,Yemen,"Pennsylvania, , ",yes,"Cherry,Orange,Blueberry,Pineapple,Grapes",2.0,2.2,2.5,2.5,2.2,2.6,2.5,1.4,2.2,1.2,10.2
226,"04 Feb, 2024",13:49:45,William,Davis,m,xwalker@example.com,102237-32\111,Aruba,"Pennsylvania, 9859 Myers View Apt. 156, ",Y,"Pineapple,Blueberry,Cherry,Strawberry,Orange",2.4,1.7,2.3,1.2,1.7,1.7,1.4,1.8,2.6,1.9,9.4
CusID- 227,"18 Jul, 2021",20:08:29,Jessica,\Campbell,M,douglasandre@example.org,52\91|9029310,Nepal,"Delaware, , 93986",Y,Blueberry,2.5,2.6,1.3,2.5,2.6,2.4,2.2,1.4,1.6,1.5,1.4
CusID- 228,"21 Oct, 2022",05:37:29,Robert,Hernandez,F,xanderson@example.net,453|95|105531,Russian Federation,"Washington, , 82286",N,"Strawberry,Pineapple,Orange,Banana",2.2,2.5,2.2,2.1,2.5,1.6,1.9,2.4,1.6,1.4,8.8
CusID- 228,"21 Oct, 2022",05:37:29,Robert,Hernandez,F,xanderson@example.net,453|95|105531,Russian Federation,"Washington, , 82286",N,"Strawberry,Pineapple,Orange,Banana",2.2,2.5,2.2,2.1,2.5,1.6,1.9,2.4,1.6,1.4,8.8
CusID- 229,"21 Apr, 2024",12:32:02,Sandra,...Allen,m,riveraryan@example.com,1271-441\2514,Moldova,"Mississippi, , 36458",n,"Strawberry,Peach,Orange,Pineapple,Grapes",2.7,1.2,2.5,1.6,2.0,1.5,1.3,2.5,1.5,2.2,9.1
CusID- 229,"21 Apr, 2024",12:32:02,Sandra,...Allen,m,riveraryan@example.com,1271-441\2514,Moldova,"Mississippi, , 36458",n,"Strawberry,Peach,Orange,Pineapple,Grapes",2.7,1.2,2.5,1.6,2.0,1.5,1.3,2.5,1.5,2.2,9.1
CusID- 230,"03 Jun, 2023",15:14:21,Christopher,\Clark,f,brandon37@example.com,2|34573|05816,Monaco,"Alabama, 5301 Gonzalez Glens Suite 117, 64197",n,"Banana,Grapes,Apple,Orange,Strawberry",1.8,1.5,1.6,1.4,1.5,1.5,2.7,2.6,1.5,2.2,7.800000000000001
CusID- 231,"15 Dec, 2022",21:11:22,Robert,\King,F,patrick19@example.net,43\4|28697880,Botswana,"New York, , 85684",n,Pineapple,2.1,2.1,2.5,1.8,2.0,1.7,2.1,1.3,1.6,1.4,1.7
CusID- 232,"26 Jun, 2023",08:32:37,Barbara,Johnson,m,zturner@example.org,81\58-7489580,Greece,"Ohio, 03537 Gomez Overpass, ",n,Apple,2.1,2.1,1.6,2.4,1.9,2.4,2.0,1.9,1.8,1.9,2.1
CusID- 233,"01 Nov, 2021",10:21:49,Sarah,\Thompson,Male,stacy18@example.org,5\230226\5435,Isle of Man,"Vermont, 836 Cantrell Causeway Suite 846, 84887",Y,"Apple,Peach,Pineapple",1.6,1.5,1.4,1.4,1.6,2.4,2.5,1.6,1.9,2.6,5.9
CusID- 234,"15 May, 2021",11:22:53,Daniel,|Carter,M,codyperry@example.com,2285602-65\59,Western Sahara,"New York, , 28289",Y,"Strawberry,Orange,Cherry",2.5,1.2,1.6,2.3,2.2,2.2,2.2,1.9,1.5,1.7,5.5
CusID- 235,"20 Jul, 2023",18:29:12,Linda,|King,Female,richardalexander@example.org,2\25202|05292,Uruguay,"New Jersey, 27465 Christopher Mills Suite 121, 72494",y,"Pineapple,Banana,Peach,Cherry",1.3,1.6,2.0,1.9,2.4,2.7,1.5,2.3,1.3,2.0,7.6000000000000005
CusID- 236,"28 Oct, 2022",06:34:27,Edward,_Miller,F,nhammond@example.org,28|8816|00368,Zambia,"Oregon, , 46949",y,"Banana,Orange,Blueberry",2.0,2.5,1.5,1.2,2.0,1.9,1.7,1.9,1.8,1.2,5.9
237,"25 Apr, 2023",08:17:19,Donald,Evans,Male,nathanmolina@example.com,4\2340-409783,Saint Martin,"Nevada, 202 Chen Corners, 51550",n,Peach,2.0,1.5,1.3,2.4,2.6,2.1,2.6,1.7,2.6,2.7,2.6
237,"25 Apr, 2023",08:17:19,Donald,Evans,Male,nathanmolina@example.com,4\2340-409783,Saint Martin,"Nevada, 202 Chen Corners, 51550",n,Peach,2.0,1.5,1.3,2.4,2.6,2.1,2.6,1.7,2.6,2.7,2.6
238,"26 Dec, 2021",23:16:28,Emily,Lee,f,duncanalexander@example.com,46-39|2974560,Botswana,"Florida, , 04554",no,"Peach,Pineapple,Strawberry",2.3,2.4,2.3,1.2,2.7,2.3,2.3,1.8,1.5,2.1,6.5
238,"26 Dec, 2021",23:16:28,Emily,Lee,f,duncanalexander@example.com,46-39|2974560,Botswana,"Florida, , 04554",no,"Peach,Pineapple,Strawberry",2.3,2.4,2.3,1.2,2.7,2.3,2.3,1.8,1.5,2.1,6.5
239,"22 Nov, 2022",01:54:09,Emily,_Roberts,m,daniel48@example.com,54-51567\2181,Zambia,"Nevada, 66925 Geoffrey Lodge Apt. 752, 27070",y,"Peach,Cherry,Orange",2.0,1.2,2.1,2.1,2.5,2.0,1.4,1.4,2.7,1.3,6.1
CusID- 240,"26 Apr, 2024",19:26:46,George,White,M,kjackson@example.com,98230-376|860,Saint Martin,"Florida, 9878 Dixon Green, 20220",N,"Blueberry,Strawberry",2.2,1.3,1.7,2.4,1.7,1.6,1.5,2.0,1.3,1.3,3.7
CusID- 241,"04 May, 2022",07:06:28,Kenneth,\Miller,F,bsmith@example.org,6-07468928\17,Bhutan,"Georgia, , 61612",no,"Cherry,Mango",2.7,2.6,2.1,1.3,1.3,1.9,1.5,1.4,2.3,1.4,2.9
242,"30 Apr, 2022",04:14:14,George,|Campbell,M,evalentine@example.com,342501-781-25,Iran,"Arizona, 714 Christopher Motorway, ",no,"Banana,Strawberry,Apple,Orange",1.5,2.5,2.1,2.5,2.2,2.7,2.2,2.7,2.1,2.5,8.3
243,"23 Jan, 2024",14:31:03,James,Collins,Male,sheilamacdonald@example.com,676929-841|53,Guatemala,"Arkansas, 1795 Sandra Lock Apt. 404, 93981",n,"Pineapple,Mango",1.8,1.6,2.5,2.1,1.9,2.4,2.5,1.9,2.3,1.3,4.9
CusID- 244,"07 Nov, 2021",13:10:30,Brian,...Thompson,Male,wallkristin@example.com,160-21-143544,Saint Kitts and Nevis,"Ohio, , 23245",N,"Grapes,Strawberry,Cherry",2.6,2.1,1.4,2.7,2.5,1.2,1.9,1.7,1.8,1.4,6.6
CusID- 245,"22 May, 2024",19:31:53,Emily,Scott,f,jayharris@example.org,05|9\42880056,Sao Tome and Principe,"New Mexico, 74031 Erin Dam, ",N,"Mango,Banana,Grapes",1.4,1.2,2.2,2.3,2.4,2.6,2.1,2.6,1.4,2.7,5.6
246,"10 Aug, 2021",20:07:53,Kimberly,Rodriguez,M,crystalmorgan@example.com,84|484\887896,Holy See (Vatican City State),"Oklahoma, 06049 Christopher Course, 29754",yes,"Mango,Strawberry,Blueberry,Banana",2.0,2.3,2.0,2.2,1.4,2.4,1.9,1.5,2.4,2.5,7.1
247,"04 Oct, 2022",22:41:01,Elizabeth,Baker,M,jasmine08@example.org,803110-5-1039,Canada,"New York, 89115 Grant Points, ",N,"Mango,Strawberry,Blueberry,Cherry,Orange",1.3,1.4,2.3,2.7,1.8,1.4,1.8,2.0,1.4,1.3,9.2
248,"24 Mar, 2023",11:23:05,Paul,\Lewis,f,wwilson@example.net,2259142\53|42,Benin,"Florida, , ",y,"Strawberry,Apple,Cherry,Grapes,Orange",1.9,2.6,1.4,1.2,2.3,2.6,2.1,1.4,1.6,1.8,8.6
249,"10 Mar, 2024",08:44:00,Sarah,King,M,qjohnson@example.com,3|52|50705339,Norfolk Island,"Florida, 203 Sydney Flats, ",no,"Cherry,Blueberry,Orange,Strawberry,Grapes",2.2,2.6,1.8,1.4,2.2,1.6,2.2,1.4,2.3,1.6,8.4
CusID- 250,"26 Jun, 2022",22:19:11,Mark,_Mitchell,Female,allen96@example.org,86|01\1198707,Bangladesh,"Arizona, , 47967",Y,"Blueberry,Cherry,Orange",2.4,1.8,1.7,1.5,2.7,2.1,2.6,1.7,2.4,1.4,4.8
CusID- 250,"26 Jun, 2022",22:19:11,Mark,_Mitchell,Female,allen96@example.org,86|01\1198707,Bangladesh,"Arizona, , 47967",Y,"Blueberry,Cherry,Orange",2.4,1.8,1.7,1.5,2.7,2.1,2.6,1.7,2.4,1.4,4.8
CusID- 251,"01 Aug, 2022",14:04:46,Michael,|Mitchell,F,raymichael@example.org,01|6236560-73,Indonesia,"Wyoming, 8043 Michelle Wall Apt. 482, ",n,Pineapple,2.0,2.5,1.5,1.7,1.3,2.5,2.6,2.5,1.7,2.3,2.5
252,"09 Mar, 2022",23:42:39,Amanda,Nelson,Female,brian97@example.net,71897\|099677,Philippines,"Mississippi, , 24185",y,"Orange,Strawberry,Peach,Banana,Apple",2.4,1.4,1.2,1.9,1.9,1.8,1.4,2.3,1.5,1.7,8.4
253,"30 Oct, 2023",15:18:37,Jessica,_Campbell,Male,greenemelissa@example.net,65\49208-6123,Netherlands,"Connecticut, 954 Campbell Manors Apt. 478, ",Y,"Grapes,Blueberry,Orange",2.1,1.9,1.3,1.6,1.8,1.6,2.2,1.5,1.9,2.0,4.4
CusID- 254,"19 Jan, 2021",19:01:01,Melissa,_Parker,Female,kellihamilton@example.com,40897|906|475,Turkey,"Maine, 8601 Bryan Brook, 09103",yes,"Apple,Banana,Strawberry,Cherry,Pineapple",2.5,2.0,1.5,1.2,1.4,2.1,2.1,2.2,2.5,1.8,9.8
255,"31 May, 2022",13:31:10,Daniel,Anderson,Female,qkirk@example.com,40267-2|59255,Albania,"Ohio, 983 Mary Points Suite 459, 39262",n,Peach,2.5,1.6,2.0,2.0,2.5,1.6,1.8,2.1,1.6,2.2,1.6
CusID- 256,"25 Jul, 2023",16:53:46,Jessica,Wilson,M,nvargas@example.com,54978|8373|32,Macao,"Massachusetts, 471 Montgomery View, 55589",no,"Grapes,Strawberry",1.9,1.3,2.7,1.7,2.0,1.5,2.3,1.7,2.0,2.6,3.7
CusID- 257,"11 Dec, 2022",12:49:48,Thomas,Gonzalez,m,gcoffey@example.net,0464|7|270404,Netherlands,"Missouri, , ",n,Orange,2.7,2.2,2.0,2.0,1.4,1.5,2.4,1.8,1.7,1.9,2.0
CusID- 258,"03 Aug, 2021",22:29:01,Kimberly,|Lopez,m,umarshall@example.net,04-0482592\02,Netherlands Antilles,"California, , 05595",N,"Mango,Strawberry,Cherry,Peach",2.3,1.4,1.7,1.7,2.4,1.9,1.8,2.6,1.3,1.4,6.8999999999999995
259,"14 Aug, 2022",08:43:41,Edward,Walker,M,teresa70@example.net,184006277-\51,Italy,"Delaware, 325 Jason Villages, ",N,"Grapes,Pineapple",2.5,2.2,2.2,1.7,2.5,2.6,1.9,2.3,1.6,2.2,4.3
CusID- 260,"02 Aug, 2022",16:49:12,Sandra,_Mitchell,f,walshbrittney@example.org,7|4289636-361,Trinidad and Tobago,"Maine, 274 Cory Pike, ",Y,Apple,1.3,1.5,1.3,2.6,1.8,2.5,1.6,1.2,1.7,2.5,1.3
CusID- 261,"17 Sep, 2023",19:02:18,Kimberly,Mitchell,F,megan99@example.net,62681862||151,Syrian Arab Republic,"Indiana, , 04077",no,"Banana,Grapes",2.1,2.3,1.5,1.7,2.0,1.6,1.8,2.2,2.1,1.9,4.0
CusID- 262,"21 Aug, 2022",19:12:57,Dorothy,Gonzalez,m,andrewanderson@example.org,33971-\518371,Singapore,"Colorado, 5468 Brian Fall Apt. 570, 29994",n,"Blueberry,Peach",1.5,1.8,2.4,1.5,2.2,2.6,2.4,1.8,2.7,1.3,4.5
CusID- 263,"06 Jan, 2022",11:34:08,Mary,Parker,F,daniel19@example.com,0681-2237-117,Heard Island and McDonald Islands,"Missouri, 575 Holmes Shores Suite 670, ",yes,"Mango,Cherry,Pineapple,Banana,Apple",1.5,2.4,1.5,1.5,1.8,1.9,1.2,2.1,1.6,2.7,9.700000000000001
264,"02 Sep, 2023",05:50:06,Linda,|Young,M,bcannon@example.com,0090627||3894,Japan,"Ohio, 57231 John Square, 99843",n,"Mango,Banana,Cherry,Apple,Peach",1.4,1.6,1.3,2.1,1.7,2.2,1.4,2.7,2.4,1.7,8.5
CusID- 265,"15 Feb, 2021",13:22:22,Sarah,Turner,f,david52@example.org,8251726--4465,Congo,"Wyoming, 12701 Fletcher Brook, 56156",N,"Apple,Pineapple,Peach,Banana",1.7,1.9,2.3,1.7,1.4,2.6,1.4,2.4,1.9,2.3,8.1
266,"19 Nov, 2024",21:15:56,David,Thomas,m,bradley95@example.net,506--28145359,Canada,"Texas, , 99623",yes,"Grapes,Blueberry",2.4,1.7,1.3,1.3,2.2,2.3,2.4,2.7,2.6,2.3,4.0
CusID- 267,"18 May, 2022",17:22:20,Jennifer,Anderson,f,cody31@example.net,05974-92|5813,France,"Oregon, 69961 Tucker Lights Apt. 702, 23938",y,"Blueberry,Apple,Banana",2.1,1.8,2.5,1.9,1.5,2.6,1.5,2.3,1.9,1.4,6.2
